label,text
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,Yeah confirmed for you staying at  that weekend
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,Omg it could snow here tonite!
ham,What not under standing.
ham,No. I.ll meet you in the library
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
ham,Pls she needs to dat slowly or she will vomit more.
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
ham,Sorry da. I gone mad so many pending works what to do.
ham,Can you open the door?
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,Sorry. || mail? || 
ham,Okie
ham,Ok. I.ll do you right later.
ham,Tell rob to mack his gf in the theater
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,Nice.nice.how is it working?
ham,Alright. I'm out--have a good night!
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,Aiyo please Ì_ got time meh.
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,So wats ur opinion abt him and how abt is character?
ham,How is it possible to teach you. And where.
ham,Ok i'm coming home now.
ham,how tall are you princess?
ham,Hey... Very inconvenient for your sis a not huh?
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,What is the plural of the noun research?
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,No. I dont want to hear anything
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,Ya:)going for restaurant..
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
ham,Yup i've finished c Ì_ there...
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
ham,So how many days since then?
ham,So when do you wanna gym?
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
ham,"Ask g or iouri, I've told the story like ten times already"
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham,How dare you change my ring
ham,\Wen u miss someone
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,"K, can that happen tonight?"
ham,If india win or level series means this is record:)
ham,How much i gave to you. Morning.
ham,Of course. I guess god's just got me on hold right now.
ham,Hey what's up charles sorry about the late reply.
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,Have you been practising your curtsey?
ham,K...k...when will you give treat?
ham,Well I might not come then...
ham,Why are u up so early?
ham,"Sorry, I'll call later"
ham,Can you please send me my aunty's number
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Then get some cash together and I'll text jason
ham,Ya very nice. . .be ready on thursday
ham,Dont gimme that lip caveboy
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
ham,Mum ask Ì_ to buy food home...
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,Ok...
ham,Sos! Any amount i can get pls.
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,Have you finished work yet? :)
ham,K..u also dont msg or reply to his msg..
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,Go chase after her and run her over while she's crossing the street
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
ham,If you're thinking of lifting me one then no.
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Ok i msg u b4 i leave my house.
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,S da..al r above  &lt;#&gt;
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,Whats the staff name who is taking class for us?
ham,Okay but i thought you were the expert
ham,Oh...i asked for fun. Haha...take care. Ì_
ham,So that takes away some money worries
ham,Any way where are you and what doing.
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,Was playng 9 doors game and gt racing on phone lol
ham,"Nah man, my car is meant to be crammed full of people"
ham,I am on the way to tirupur.
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
ham,Thats cool. i liked your photos. You are very sexy!
ham,I'm going out to buy mum's present ar.
ham,Juz go google n search 4 qet...
ham,Thanks honey. Have a great day.
ham,I'm at home n ready...
ham,Well. Balls. Time to make calls
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,I accidentally deleted the message. Resend please.
ham,Good Morning plz call me sir
ham,Sorry da thangam.it's my mistake.
ham,K..i deleted my contact that why?
ham,Okie.. Thanx..
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
ham,"I call you later, don't have network. If urgnt, sms me."
ham,Leave it de:-). Start Prepare for next:-)..
ham,Yup. Thk of u oso boring wat.
ham,He needs to stop going to bed and make with the fucking dealing
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,"Uh, heads up we don't have THAT much left"
ham,"Not for possession, especially not first offense"
ham,what are your new years plans?
ham,Ok i also wan 2 watch e 9 pm show...
ham,"It could work, we'll reach a consensus at the next meeting"
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,"Like  &lt;#&gt; , same question"
ham,Went to ganesh dress shop
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,Y de asking like this.
ham,Not getting anywhere with this damn job hunting over here!
ham,Have you laid your airtel line to rest?
ham,Is ur paper today in e morn or aft?
ham,Mm yes dear look how i am hugging you both. :-P
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,What you doing?how are you?
ham,You still around? Looking to pick up later
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
ham,I'm at work. Please call
ham,"Sorry, I can't help you on this."
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,A guy who gets used but is too dumb to realize it.
ham,I'm in chennai velachery:)
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,Lol where do u come up with these ideas?
ham,I'm very happy for you babe ! Woo hoo party on dude!
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,Then wat r u doing now? Busy wif work?
ham,Super msg da:)nalla timing.
ham,I am in hospital da. . I will return home in evening
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
ham,Oh yeah clearly it's my fault
ham,You were supposed to wake ME up &gt;:(
ham,Wherre's my boytoy ? :-(
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,i cant talk to you now.i will call when i can.dont keep calling.
ham,Rofl betta invest in some  anti aging products
ham,She's good. How are you. Where r u working now
ham,You see the requirements please
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
ham,Its a great day. Do have yourself a beautiful one.
ham,Why tired what special there you had
ham,So what u doing today?
ham,Welp apparently he retired
ham,Hey whats up? U sleeping all morning?
ham,Nothing. Can...
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
ham,Why de. You looking good only:-)..
ham,THIS IS A LONG FUCKIN SHOWR
ham,"Sorry, I'll call later in meeting."
ham,I will see in half an hour
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,Hi good mornin.. Thanku wish u d same..
ham,Hello which the site to download songs its urgent pls
ham,Wanna do some art?! :D
ham,Give one miss from that number please
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
ham,"Text me when you get off, don't call, my phones having problems"
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,Ok pa. Nothing problem:-)
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Que pases un buen tiempo or something like that
ham,Is ur paper in e morn or aft tmr?
ham,She told to hr that he want posting in chennai:)because i'm working here:)
ham,Thts wat Wright Brother did to fly..
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,I dont want to hear anything
ham,I dont thnk its a wrong calling between us
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,"Aight, I'll ask a few of my roommates"
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,No no. I will check all rooms befor activities
ham,Ok.. ÌÏ finishing soon?
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
ham,Ard 530 lor. I ok then message Ì_ lor.
ham,"Sorry, went to bed early, nightnight"
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
ham,Yeah that'd pretty much be the best case scenario
ham,And do you have any one that can teach me how to ship cars.
ham,Come by our room at some point so we can iron out the plan for this weekend
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
ham,make that 3! 4 fucks sake?! x
ham,Oh ok no prob..
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,I like to think there's always the possibility of being in a pub later.
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,Ok.
ham,"Yo, you at jp and hungry like a mofo?"
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
ham,They finally came to fix the ceiling.
ham,I'm in a movie. Call me 4 wat?
ham,I always chat with you. In fact i need money can you raise me?
ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx"
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,Sent me de webadres for geting salary slip
ham,"Yeah why not, is the gang all ready"
ham,"Sorry, I'll call later"
ham,When u wana see it then
ham,K..k...from tomorrow onwards started ah?
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
ham,I donno if they are scorable
ham,How much is torch in 9ja.
ham,What is this 'hex' place you talk of? Explain!
ham,Tomarrow final hearing on my laptop case so i cant.
ham,"see you then, we're all christmassy here!"
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,"Vikky, come around  &lt;TIME&gt; .."
ham,Ok then i'll let him noe later n ask him call u tmr...
ham,It means u could not keep ur words.
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,Hi.what you think about match?
ham,You should get more chicken broth if you want ramen unless there's some I don't know about
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,TaKe CaRE n gET WeLL sOOn
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
ham,Ok i've sent u da latest version of da project.
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,Ok...
ham,Still otside le..u come 2morrow maga..
ham,Which channel:-):-):):-).
ham,I attended but nothing is there.
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,ÌÏ dun need to pick ur gf?
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
ham,No message..no responce..what happend?
ham,What you doing?how are you?
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,Where's my boytoy? I miss you ... What happened?
ham,"I hav almost reached. Call, i m unable to connect u."
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham,Dear we are going to our rubber place
ham,\HEY KATE
ham,R u saying i should re order the slippers cos i had to pay for returning it.
ham,You are gorgeous! keep those pix cumming :) thank you!
ham,Nite...
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv"
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
spam,Thanks for your subscription to Ringtone UK your mobile will be charged å£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!"""
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop"
spam,100 dating service cal;l 09064012103 box334sk38ch
spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
